,fin,wrnty_start_dt,sales_area_nm,prod_dt
14068,WEB42382029447175,2020-05-19,209,2020-03-04
14069,W1T64745462727635,2023-06-21,518,2023-03-24
14070,W1T25303084012978,2019-09-15,878,2018-06-20
14071,WDB99157270445273,2020-08-19,220,2016-01-09
14072,WEB72348858472630,2022-09-21,519,2022-04-27
14073,NMB61538982123183,2020-06-04,412,2017-02-25
14074,NMB62663337142306,2016-06-03,917,2016-05-11
14075,WDB25159854073731,2022-11-24,571,2015-03-09
14076,W1T81708100838902,2022-12-22,297,2021-09-07
14077,W1T77874018689756,2018-08-10,554,2016-09-07
14078,W1T55515723213923,2017-11-11,224,2017-03-25
14079,WEB48512831880967,2019-08-12,413,2018-07-18
14080,WDB82731886794459,2020-09-21,651,2013-06-30
14081,NMB57981026041517,2015-06-11,878,2011-03-24
14082,WDB48615784559474,2018-03-23,934,2016-11-28
14083,W1T13252804617386,2020-12-21,663,2019-11-25
14084,WDB41106152146864,2017-04-02,248,2015-11-26
14085,WDB42293163272234,2022-10-29,238,2018-11-18
14086,NMB10796747183543,2021-04-22,233,2019-11-27
14087,NMB63842970552678,2023-08-26,879,2015-12-26
14088,WEB35891395245755,2019-05-12,721,2016-03-07
14089,WEB51725298812498,2019-05-20,581,2014-03-07
14090,WDB50491960281805,2022-10-07,246,2014-06-20
14091,W1T37624855085435,2023-05-07,795,2021-08-03
14092,W1T85623299915203,2016-12-13,679,2014-01-11
14093,WEB35837245450509,2016-02-22,401,2015-11-30
14094,NMB81816657697229,2022-01-11,269,2021-01-15
14095,W1T91405241369622,2020-12-16,808,2019-03-01
14096,WEB36385580662274,2023-05-10,721,2013-08-09
14097,WDB26645039994073,2021-06-27,240,2015-12-27
14098,WDB17831268658417,2020-08-08,811,2013-04-27
14099,W1T95624813053650,2019-02-25,583,2011-03-20
14100,W1T65255406178290,2022-02-25,925,2021-03-14
14101,WEB23872490090779,2018-02-19,620,2014-11-04
14102,NMB15893801872305,2018-01-10,269,2013-11-11
14103,WEB57821159220829,2014-11-18,558,2012-04-26
14104,WDB74978052627101,2023-09-08,675,2017-02-18
14105,W1T93813261336480,2020-12-30,875,2018-11-06
14106,WDB43881910457104,2013-12-17,559,2011-07-31
14107,NMB30388890999188,2021-02-16,528,2016-01-13
14108,W1T27501489123755,2022-07-01,490,2016-07-21
14109,W1T15741128315802,2023-02-20,299,2021-12-17
14110,NMB68176271358655,2015-04-14,679,2014-01-25
14111,NMB76055140142449,2020-02-26,849,2017-03-10
14112,WEB27013998050221,2022-05-31,529,2020-10-29
14113,WEB88429757436035,2022-04-13,795,2021-08-13
14114,WDB23512771562233,2023-08-18,219,2017-06-20
14115,NMB43712631910244,2019-05-10,543,2014-09-07
14116,W1T73403831311107,2022-02-27,915,2019-12-18
14117,WEB15483142353148,2020-12-03,250,2018-01-22
14118,NMB53495052562490,2023-08-28,633,2021-01-05
14119,NMB93060659105693,2020-07-21,553,2019-03-14
14120,WDB47822525549792,2023-07-11,438,2023-02-04
14121,NMB80016097162721,2016-07-10,547,2013-05-04
14122,W1T47281481621235,2020-03-18,253,2019-05-04
14123,NMB97401598757799,2019-10-23,281,2012-12-10
14124,W1T34813717605360,2023-05-18,205,2022-06-07
14125,WDB39495969218293,2023-06-26,663,2022-11-23
14126,WEB69360791435065,2014-09-02,703,2011-04-08
14127,WDB83871538887957,2022-10-10,625,2013-01-03
14128,W1T83089764641853,2022-07-14,567,2011-08-18
14129,NMB58947922950130,2015-12-18,567,2011-11-25
14130,WEB70996410452069,2021-04-03,722,2019-11-30
14131,NMB92969756206856,2017-04-07,922,2012-07-25
14132,WDB14162225579053,2023-04-13,295,2016-08-27
14133,NMB85251124193747,2019-09-11,675,2013-07-15
14134,WEB95857683696771,2021-04-21,741,2020-05-21
14135,W1T48336730512196,2022-06-10,867,2022-03-26
14136,WEB78683047468401,2023-03-29,215,2018-06-26
14137,W1T96250311942864,2022-09-14,255,2014-04-20
14138,WEB41555454473974,2023-06-23,270,2020-01-31
14139,WEB94714918168546,2022-10-31,779,2022-07-07
14140,W1T28722756226747,2021-03-17,771,2020-09-18
14141,W1T67029766788979,2021-01-05,877,2015-04-12
14142,W1T32003279611233,2020-05-09,706,2015-01-31
14143,NMB31994607937439,2015-04-04,604,2011-11-11
14144,WDB28625146110670,2023-03-02,930,2022-03-04
14145,NMB43547242803225,2023-06-17,682,2022-04-11
14146,WDB55528762896724,2021-09-06,296,2020-09-11
14147,WDB20668404001708,2022-10-30,681,2013-12-11
14148,W1T90577060021094,2015-02-03,861,2012-02-14
14149,W1T25575343764804,2021-03-01,622,2020-08-25
14150,WDB62027994901185,2022-06-29,561,2021-01-30
14151,W1T17034706215585,2020-05-04,814,2018-03-27
14152,WEB53165963497889,2021-02-23,678,2020-11-15
14153,WEB43638695982313,2023-06-07,216,2023-04-08
14154,WDB46956151682390,2019-06-03,404,2018-01-27
14155,NMB93353901624945,2023-05-07,579,2020-02-01
14156,WDB77015873849451,2018-01-10,268,2013-09-10
14157,WEB74245579550564,2021-05-27,241,2011-03-07
14158,W1T82197394478140,2022-08-25,561,2011-01-07
14159,WDB45947304959243,2018-03-20,218,2014-05-21
14160,W1T42751150639350,2014-04-06,622,2013-09-26
14161,WDB64925743770811,2019-03-26,723,2014-08-22
14162,WDB22862046723571,2018-10-17,650,2016-12-31
14163,NMB87995346529254,2021-08-16,253,2017-11-21
14164,W1T41759880727722,2023-09-11,723,2011-11-17
14165,NMB43027326323804,2015-01-10,930,2013-05-15
14166,W1T83224768744561,2023-08-11,555,2022-06-13
14167,WDB60740783607041,2021-12-23,541,2021-11-13
14168,WDB83762883548095,2018-05-22,721,2015-11-06
14169,NMB38297957038953,2019-02-19,824,2011-07-16
14170,W1T69565065410102,2022-02-28,735,2012-07-18
14171,W1T89096646807957,2016-07-31,544,2013-05-25
14172,W1T76378860422603,2020-03-07,814,2016-05-28
14173,W1T53503619719305,2021-12-15,645,2015-06-17
14174,W1T31668358974547,2021-12-19,543,2020-08-03
14175,W1T48349333463200,2023-06-22,576,2011-02-03
14176,NMB23940213609146,2023-01-20,613,2022-06-26
14177,WDB94483916923240,2012-02-10,205,2011-10-10
14178,W1T53896852321441,2022-11-19,607,2018-08-28
14179,NMB42895946929114,2019-04-03,276,2014-07-19
14180,WDB27864735801930,2022-04-24,221,2021-12-27
14181,WEB66278511957048,2021-03-31,235,2011-08-23
14182,NMB71942033586462,2022-10-11,609,2014-05-29
14183,NMB26030406031801,2016-11-12,768,2015-07-07
14184,W1T71126092606200,2015-09-15,438,2012-12-21
14185,WEB48323831712474,2021-12-23,495,2021-04-09
14186,NMB43354942574314,2022-11-20,623,2018-12-12
14187,WDB42004330079093,2022-10-17,550,2022-03-27
14188,NMB97304965415008,2016-11-25,663,2015-08-24
14189,NMB92789034213894,2022-12-23,617,2022-06-22
14190,NMB71633485543871,2023-06-25,576,2018-09-06
14191,WEB83863180649269,2022-04-22,561,2013-03-05
14192,WEB75966833494588,2019-05-26,729,2013-01-11
14193,NMB16343858177638,2023-01-08,777,2016-11-22
14194,WEB37396970370659,2022-12-07,287,2018-12-03
14195,NMB29958208975808,2023-06-20,290,2012-11-06
14196,WEB77468973211016,2021-01-25,635,2019-09-08
14197,WEB88302098579369,2023-09-16,553,2022-12-15
14198,WEB36220606732717,2014-02-09,550,2013-10-03
14199,NMB35570009382954,2023-01-18,902,2020-08-25
14200,WDB23536119442724,2023-09-17,924,2022-09-08
14201,W1T31696360856388,2020-02-11,250,2018-04-30
14202,WEB22768813792360,2022-10-24,622,2020-08-17
14203,WEB44482446794881,2018-02-20,583,2017-11-13
14204,WDB26078847971451,2022-12-07,815,2016-09-06
14205,WEB57749462705487,2020-04-20,623,2019-01-07
14206,NMB56072178682734,2021-04-05,883,2020-04-25
14207,WEB21496958927140,2022-12-16,515,2021-01-27
14208,W1T96906167659529,2022-10-09,765,2016-09-02
14209,WDB94765194296784,2015-07-07,923,2011-09-22
14210,WEB82881221237955,2020-10-01,933,2014-09-08
14211,WDB30169384390757,2022-05-02,765,2013-09-12
14212,W1T90045946654198,2023-08-04,781,2022-12-25
14213,WDB50918985441504,2019-03-15,245,2017-09-22
14214,W1T88572958693928,2020-12-02,243,2017-07-30
14215,NMB95474485753757,2020-08-26,525,2018-04-28
14216,NMB41358288772456,2022-02-18,783,2020-03-20
14217,NMB17402401953578,2022-02-26,438,2020-05-24
14218,WEB48770737603381,2021-07-01,253,2013-06-09
14219,WDB66480815898459,2022-11-04,719,2020-04-09
14220,WDB19284899900493,2023-06-08,837,2023-02-08
14221,NMB52198870980515,2022-09-03,517,2021-04-20
14222,WDB92684080891785,2014-06-16,653,2013-02-24
14223,WEB67645813953275,2019-01-04,925,2014-12-06
14224,W1T65245429847599,2020-10-06,577,2020-06-30
14225,WDB31084872678499,2017-09-07,849,2012-08-20
14226,WEB78272974370256,2014-08-25,773,2011-09-23
14227,WDB40272865791505,2019-08-13,816,2017-05-17
14228,WDB27739230156129,2023-02-19,931,2012-05-13
14229,NMB52800489430050,2022-02-08,253,2020-03-26
14230,NMB68205872739309,2021-07-15,539,2021-02-24
14231,W1T64485470741364,2023-04-01,920,2021-12-14
14232,WDB28737788628217,2023-01-17,843,2015-07-25
14233,NMB76844490314034,2023-04-25,667,2019-04-27
14234,NMB59857206193195,2020-07-22,207,2020-02-07
14235,NMB53255121751456,2022-04-11,579,2017-08-11
14236,W1T54005515198240,2017-12-24,486,2011-03-15
14237,WEB58563278830055,2017-10-10,211,2016-12-24
14238,W1T23350874745758,2019-11-01,550,2015-03-28
14239,WDB58125782781253,2023-07-18,557,2022-03-17
14240,WEB12487845180659,2023-05-05,552,2022-11-30
14241,WDB26398237109389,2017-11-17,617,2012-07-09
14242,NMB61785870122017,2018-12-07,865,2014-04-13
14243,WEB46390604433560,2014-11-12,518,2014-09-24
14244,WEB29015771255652,2019-07-14,235,2016-10-30
14245,WEB45792446192816,2013-11-09,620,2011-05-07
14246,W1T80021655861454,2023-06-06,646,2019-01-28
14247,WEB37709512962154,2018-08-21,755,2017-10-17
14248,WEB95471386489670,2019-05-31,611,2012-12-09
14249,WDB49607543918165,2021-04-06,531,2017-04-13
14250,NMB24428731359677,2022-01-24,274,2020-06-24
14251,W1T52838643815751,2021-03-18,847,2018-03-11
14252,NMB15125412056864,2023-04-09,567,2021-10-11
14253,WEB77212793423657,2017-12-22,720,2015-12-08
14254,WEB30138832326735,2015-05-12,404,2012-09-28
14255,WEB11787320304288,2020-07-09,773,2019-07-21
14256,NMB96571647382744,2020-07-08,526,2019-06-27
14257,WDB92353316172035,2023-04-21,273,2021-09-15
14258,W1T47115123334135,2020-12-07,902,2018-10-19
14259,WDB27481360956499,2016-07-24,722,2013-06-21
14260,WEB65776258931322,2022-06-04,212,2016-09-11
14261,WDB21819136357229,2022-07-10,839,2021-06-18
14262,WDB79635623114761,2019-09-06,563,2018-05-10
14263,WDB46674307067862,2020-04-03,275,2020-03-23
14264,WEB93720312735103,2023-07-18,645,2011-02-08
14265,W1T76705425263367,2021-05-11,757,2020-11-13
14266,W1T49647705275388,2014-12-05,613,2014-05-07
14267,WEB79745344923749,2023-06-18,605,2021-05-30
14268,WEB63485741613199,2018-08-17,269,2011-12-31
14269,WDB79983018626573,2022-12-24,246,2022-08-14
14270,WEB62836588815609,2019-11-03,242,2015-06-28
14271,W1T40204371297807,2022-10-05,605,2014-05-12
14272,NMB29893213595289,2022-01-10,252,2020-01-03
14273,W1T78430383233978,2022-04-24,646,2018-05-15
14274,NMB26561658586790,2023-06-22,641,2023-03-14
14275,WDB48615860237605,2018-08-16,875,2018-01-10
14276,W1T69303617445036,2020-02-08,296,2019-06-24
14277,NMB86314824192550,2016-03-22,809,2011-07-18
14278,WDB57371490269128,2021-11-13,543,2021-03-15
14279,NMB24729391097624,2021-10-30,207,2016-01-26
14280,WDB33770350720908,2023-09-20,539,2013-10-01
14281,NMB90621097274401,2018-02-21,196,2017-01-10
14282,NMB45755042725631,2020-07-28,287,2016-09-09
14283,W1T73515023019498,2016-09-24,603,2014-01-08
14284,W1T16939978513107,2022-03-09,518,2021-07-05
14285,WDB86571480347296,2020-07-16,677,2020-05-09
14286,NMB81738225311466,2021-07-23,768,2013-05-17
14287,WEB61141104823765,2022-04-12,735,2019-09-08
14288,WDB29436149808536,2022-11-16,863,2022-09-26
14289,W1T60045806261766,2018-01-16,533,2012-10-08
14290,W1T52352320776176,2021-06-18,241,2013-02-28
14291,WDB58399144767422,2022-08-20,821,2022-04-16
14292,WDB49711528526526,2023-09-03,755,2017-05-11
14293,W1T48951377210794,2023-02-14,567,2019-02-22
14294,NMB85329735987092,2021-11-10,603,2019-04-30
14295,W1T14098101944814,2022-01-14,849,2020-02-15
14296,W1T76564642497622,2022-08-26,203,2021-09-07
14297,WDB41744390391579,2015-12-05,813,2013-01-22
14298,W1T19255298032330,2022-09-14,268,2021-05-17
14299,WEB57709120440885,2021-12-19,561,2020-08-18
14300,WDB56704391345747,2023-08-15,682,2011-05-13
14301,WEB16922413720901,2022-09-12,604,2021-01-08
14302,WDB45730633622519,2023-09-03,877,2011-05-29
14303,WEB21015607563363,2023-06-07,196,2012-10-11
14304,WEB71513571312202,2023-09-09,236,2021-07-21
14305,WEB34826005475402,2018-04-24,555,2017-09-03
14306,WDB80810109731256,2021-05-27,619,2021-02-01
14307,NMB42997034000142,2020-12-11,763,2015-05-17
14308,W1T18589509394247,2019-08-16,293,2015-06-08
14309,NMB60798453026875,2023-05-16,537,2022-10-14
14310,W1T29193834690341,2017-11-19,867,2016-09-12
14311,W1T62808885974643,2023-07-23,919,2022-02-07
14312,WDB98862253406229,2022-08-21,533,2019-05-19
14313,WEB21996905028770,2022-09-07,247,2019-11-18
14314,WDB29264317071468,2020-10-30,295,2016-09-18
14315,W1T24164437135262,2023-05-21,753,2021-05-17
14316,WDB12427769665320,2022-12-09,733,2022-09-21
14317,WEB64993613719514,2023-02-06,809,2017-12-22
14318,NMB79199583058452,2015-11-20,682,2014-10-27
14319,WEB42603358973487,2022-09-15,557,2021-12-15
14320,WEB56164960000157,2019-09-06,920,2017-05-30
14321,NMB74528543747404,2022-12-24,901,2020-10-10
14322,NMB95213553383191,2012-12-10,678,2011-09-13
14323,WDB76550951730103,2021-07-14,885,2016-11-27
14324,WDB16914267390942,2021-03-31,923,2016-05-31
14325,WEB24039600912198,2020-11-03,571,2015-05-15
14326,W1T33446860054020,2020-04-28,551,2011-03-01
14327,W1T26653527529803,2014-12-08,583,2013-10-01
14328,W1T17207101496109,2021-11-26,221,2021-08-31
14329,W1T22570975271868,2018-03-18,240,2017-04-15
14330,NMB59800036150810,2023-07-30,520,2017-11-19
14331,WEB35535234511228,2023-06-26,236,2023-03-07
14332,WEB70386067317246,2018-07-07,563,2012-07-10
14333,WEB53168667220782,2021-02-03,901,2020-07-07
14334,W1T67114794402350,2023-05-08,524,2023-03-07
14335,W1T97294564651915,2018-01-06,675,2013-06-15
14336,WDB56283994214685,2021-04-12,882,2017-08-27
14337,WEB75539720685678,2016-08-25,523,2014-03-09
14338,WEB16475610715440,2020-02-04,706,2015-10-07
14339,NMB58110625140134,2019-05-24,231,2014-07-30
14340,NMB64561727240711,2013-09-25,291,2012-06-08
14341,NMB71592508728219,2022-02-26,609,2014-05-27
14342,WDB92822134412783,2015-09-12,725,2015-03-08
14343,WDB57033939280201,2022-07-17,701,2017-06-17
14344,WEB79644146145889,2023-06-28,720,2021-09-21
14345,WEB80774271435344,2016-05-16,662,2013-04-01
14346,W1T84082380244737,2021-10-18,779,2011-07-30
14347,NMB42637345432843,2021-10-26,637,2018-05-12
14348,WEB44442782799407,2015-07-24,251,2012-09-03
14349,NMB90394650661960,2019-03-31,725,2016-03-09
14350,WDB51802106526669,2020-02-16,576,2019-04-09
14351,WDB67040361753024,2022-07-04,240,2011-05-16
14352,W1T31755697696169,2023-04-27,221,2022-04-10
14353,WDB29306676539051,2020-03-19,743,2019-02-18
14354,WEB61716303633804,2021-02-25,210,2011-07-07
14355,WEB44107860875600,2017-10-08,537,2011-04-14
14356,WEB37644622497456,2018-11-06,757,2017-11-24
14357,WEB80716645758789,2020-07-05,486,2017-09-15
14358,WDB46885038351840,2023-01-06,754,2022-05-31
14359,NMB35164701201457,2013-10-07,809,2013-03-06
14360,WEB20446160368967,2022-12-29,233,2022-08-17
14361,WEB74633560171266,2016-06-19,683,2012-08-24
14362,WDB57069315432928,2021-10-28,558,2020-02-29
14363,WEB16585505692089,2019-09-12,239,2019-04-13
14364,WDB62126093952856,2018-12-04,615,2014-12-27
14365,W1T72308844986441,2022-02-24,747,2021-07-17
14366,W1T69077676955614,2022-02-15,845,2020-08-15
14367,WDB88288915523502,2023-02-21,557,2023-02-14
14368,WDB54833660363848,2016-06-16,486,2014-11-25
14369,WDB38391751209906,2020-03-21,678,2018-01-30
14370,WEB19088693326658,2019-01-12,629,2017-05-11
14371,NMB67480972716434,2019-08-26,851,2018-11-04
14372,NMB61147420534921,2023-05-31,206,2016-11-17
14373,WEB23300875326654,2017-08-17,214,2014-04-27
14374,WDB50484176844138,2018-01-29,620,2012-10-14
14375,NMB12325244573607,2022-08-11,819,2011-12-02
14376,WEB53337255690267,2019-12-21,822,2015-09-27
14377,W1T12905305903820,2014-07-08,642,2014-03-27
14378,NMB16665344346282,2021-12-07,619,2012-07-01
14379,W1T75707085623275,2019-09-05,549,2015-07-14
14380,WEB43649447184525,2022-08-08,243,2022-04-09
14381,W1T85104633111777,2021-03-19,205,2011-09-29
14382,W1T87081352376104,2016-12-26,244,2016-04-18
14383,W1T80881272212575,2023-05-04,861,2021-09-07
14384,WEB10881403449693,2018-09-15,235,2016-07-23
14385,WEB73657895212698,2018-10-01,538,2018-02-18
14386,W1T53265124669400,2014-07-02,682,2013-12-23
14387,WDB71881672895551,2020-04-09,401,2018-06-20
14388,WDB17947962569922,2019-11-30,619,2018-10-21
14389,WDB21745278025217,2022-11-11,224,2018-05-14
14390,WEB56526985250180,2023-08-15,551,2022-12-21
14391,WDB37034491114525,2023-01-12,258,2019-10-12
14392,W1T66831504020607,2016-07-20,843,2013-03-10
14393,W1T76110437083364,2021-05-31,619,2019-03-07
14394,W1T26511331652548,2019-10-06,633,2016-07-03
14395,NMB39414166527934,2014-01-14,237,2013-09-10
14396,WEB18748294092705,2023-05-28,581,2017-11-12
14397,WEB89241753252121,2022-01-22,520,2020-09-06
14398,W1T98628809835298,2020-01-11,216,2019-05-01
14399,WDB58941162747894,2023-08-02,683,2023-04-18
14400,NMB84038470639483,2015-04-06,205,2012-02-02
14401,NMB37609124396192,2012-06-22,773,2011-02-18
14402,WEB50117123566290,2022-09-20,779,2021-08-24
14403,W1T12419449991232,2019-06-30,809,2015-12-22
14404,WEB50200541946023,2022-10-18,576,2020-11-15
14405,WEB79979086885658,2020-08-29,236,2017-01-20
14406,WDB24490529416161,2023-08-09,241,2022-05-27
14407,WDB69716238947640,2021-06-07,822,2011-10-06
14408,WEB64640362104786,2018-12-25,765,2017-08-15
14409,WEB62357889155037,2016-02-24,779,2014-04-19
14410,WDB22910226212234,2023-04-30,632,2012-11-03
14411,WDB26465938986768,2021-09-28,725,2013-02-08
14412,WDB89949462554655,2020-06-22,646,2016-10-26
14413,WEB70106230433506,2016-10-23,853,2016-07-08
14414,NMB34690685126623,2018-10-23,646,2015-11-12
14415,NMB99736416828224,2014-05-30,292,2011-05-03
14416,NMB84475620120005,2023-01-07,754,2021-09-25
14417,NMB12799594404718,2020-02-18,214,2019-10-28
14418,W1T42071697179814,2016-04-12,803,2014-02-11
14419,WDB76181547384755,2021-12-24,273,2021-03-09
14420,WEB23038524613704,2023-07-17,220,2022-08-09
14421,WEB14963462781143,2023-02-26,932,2022-04-17
14422,WEB55726221366913,2022-12-02,865,2013-08-06
14423,NMB56262098617995,2021-04-06,918,2013-10-01
14424,WDB64196213958010,2023-03-23,757,2022-04-21
14425,WEB64985955174028,2016-08-15,767,2015-07-12
14426,NMB62633606886179,2022-05-10,623,2020-10-28
14427,NMB94395917447783,2017-03-30,810,2011-09-10
14428,WDB98689315466033,2023-08-01,225,2023-03-20
14429,WEB87392760458232,2019-09-22,931,2015-09-05
14430,WDB93526111636473,2020-09-17,816,2020-08-30
14431,WEB96122129773282,2022-11-27,537,2013-07-26
14432,WDB56387455853400,2021-06-12,877,2018-08-10
14433,NMB36645646032724,2020-10-29,605,2015-06-14
14434,WDB31285827441925,2019-03-17,931,2018-05-16
14435,WEB85551415142201,2023-08-19,543,2018-07-24
14436,NMB69151138659307,2015-12-06,779,2012-02-26
14437,WDB54283247843125,2019-11-23,235,2017-03-04
14438,WDB71175567976506,2023-02-28,731,2022-04-09
14439,NMB93344664768273,2022-01-14,934,2020-02-09
14440,W1T69617668090349,2021-11-16,822,2018-10-21
14441,NMB48531518748263,2023-01-29,529,2016-08-10
14442,WDB17884632054263,2022-11-11,865,2018-10-16
14443,WEB21557978974960,2022-05-21,616,2017-02-17
14444,WDB44568040065629,2018-06-16,801,2015-04-13
14445,WEB15498000117921,2022-12-29,662,2018-01-20
14446,WDB37436604989937,2018-01-04,544,2016-06-25
14447,NMB48037541992878,2020-11-01,513,2020-04-21
14448,W1T38953826976446,2016-09-11,647,2014-09-16
14449,WDB75045057959331,2022-10-04,581,2017-10-18
14450,NMB94031194121819,2016-01-20,651,2015-08-18
14451,NMB62241318298403,2020-01-21,819,2013-04-04
14452,WDB14111275486569,2021-05-01,413,2020-06-13
14453,W1T30807959414994,2022-09-29,747,2021-02-26
14454,W1T29274708921047,2023-09-25,930,2022-07-22
14455,WDB83175555218603,2017-12-23,269,2011-05-03
14456,NMB46963293126693,2023-04-03,547,2021-06-28
14457,WDB48629757372879,2022-09-19,685,2022-07-19
14458,WDB73998341558885,2018-11-16,282,2013-07-16
14459,WDB35001692175766,2013-03-31,276,2012-06-22
14460,WDB50415108098540,2019-05-28,645,2013-03-19
14461,WEB66580689534370,2016-06-14,853,2011-03-03
14462,NMB88013101394717,2023-01-22,632,2021-07-14
14463,NMB43215719172303,2023-08-06,768,2021-09-08
14464,WEB74639360701927,2023-04-27,934,2019-01-31
14465,WEB29501630281144,2023-07-04,255,2022-05-29
14466,W1T52626268037514,2023-01-31,222,2013-06-06
14467,NMB86889892863068,2013-02-27,411,2013-02-16
14468,WEB38303483627537,2021-06-02,647,2014-12-12
